Date,Date.1,MSFT,NVDA,AMD,GOOG,TSLA,TM,HMC,SONY,TSM,TAK
2023-07-21,,343.7699890136719,44.308998107910156,110.94999694824219,120.30999755859375,260.0199890136719,162.80999755859375,31.18000030517578,93.38999938964844,97.25,15.5600004196167
2023-07-24,,345.1099853515625,44.61199951171875,110.61000061035156,121.87999725341797,269.05999755859375,164.52999877929688,31.56999969482422,93.66000366210938,98.25,15.479999542236328
2023-07-25,,350.9800109863281,45.67900085449219,113.0,122.79000091552734,265.2799987792969,165.55999755859375,31.61000061035156,93.69000244140624,100.31999969482422,15.350000381469728
2023-07-26,,337.7699890136719,45.45199966430664,110.08999633789062,129.66000366210938,264.3500061035156,165.6999969482422,31.540000915527344,93.73999786376952,99.41000366210938,15.449999809265137
2023-07-27,,330.7200012207031,45.900001525878906,111.0999984741211,129.8699951171875,255.7100067138672,165.42999267578125,31.530000686645508,93.76000213623048,99.3499984741211,15.609999656677246
2023-07-28,,338.3699951171875,46.75,112.95999908447266,133.00999450683594,266.44000244140625,167.14999389648438,31.790000915527344,93.47000122070312,100.86000061035156,15.3100004196167
2023-07-31,,335.9200134277344,46.729000091552734,114.4000015258789,133.11000061035156,267.42999267578125,168.24000549316406,31.920000076293945,93.5999984741211,99.1500015258789,15.260000228881836
2023-08-01,,336.3399963378906,46.50699996948242,117.5999984741211,131.88999938964844,261.07000732421875,171.83999633789062,31.93000030517578,93.48999786376952,98.4000015258789,15.119999885559082
2023-08-02,,327.5,44.26900100708008,109.3499984741211,128.63999938964844,254.11000061035156,173.85000610351562,31.46999931335449,91.06999969482422,95.6999969482422,15.119999885559082
2023-08-03,,326.6600036621094,44.51499938964844,113.1500015258789,128.77000427246094,259.32000732421875,168.57000732421875,30.790000915527344,90.02999877929688,94.9800033569336,15.15999984741211
2023-08-04,,327.7799987792969,44.68000030517578,115.81999969482422,128.5399932861328,253.86000061035156,170.7899932861328,30.850000381469727,90.19000244140624,96.16000366210938,15.210000038146973
2023-08-07,,330.1099853515625,45.41699981689453,116.80999755859375,131.94000244140625,251.4499969482422,173.38999938964844,31.190000534057617,90.44000244140624,96.3499984741211,15.369999885559082
2023-08-08,,326.04998779296875,44.66400146484375,113.2300033569336,131.83999633789062,249.6999969482422,170.2899932861328,31.14999961853028,89.81999969482422,94.48999786376952,15.359999656677246
2023-08-09,,322.2300109863281,42.55400085449219,110.47000122070312,130.14999389648438,242.19000244140625,167.22999572753906,32.0,83.8499984741211,93.9800033569336,15.40999984741211
2023-08-10,,322.92999267578125,42.38800048828125,110.2300033569336,130.2100067138672,245.33999633789062,167.66000366210938,31.96999931335449,85.44000244140625,94.8000030517578,15.289999961853027
2023-08-11,,321.010009765625,40.85499954223633,107.56999969482422,130.1699981689453,242.64999389648438,167.27999877929688,31.8799991607666,85.58000183105469,91.98999786376952,15.34000015258789
2023-08-14,,324.0400085449219,43.75299835205078,111.9800033569336,131.8300018310547,239.75999450683594,166.6999969482422,30.8799991607666,83.97000122070312,93.06999969482422,15.270000457763672
2023-08-15,,321.8599853515625,43.939998626708984,111.3499984741211,130.27000427246094,232.9600067138672,165.38999938964844,30.709999084472656,83.52999877929688,91.68000030517578,15.210000038146973
2023-08-16,,320.3999938964844,43.486000061035156,107.19000244140625,129.11000061035156,225.60000610351562,162.24000549316406,30.200000762939453,82.23999786376953,91.77999877929688,15.079999923706056
2023-08-17,,316.8800048828125,43.34400177001953,104.44000244140625,130.4600067138672,219.22000122070312,162.27999877929688,30.229999542236328,82.4000015258789,91.63999938964844,15.109999656677246
2023-08-18,,316.4800109863281,43.29899978637695,105.44999694824219,128.11000061035156,215.49000549316406,161.8699951171875,30.350000381469727,82.66000366210938,91.0999984741211,15.050000190734863
2023-08-21,,321.8800048828125,46.96699905395508,108.22000122070312,128.92999267578125,231.27999877929688,162.7899932861328,30.65999984741211,82.58000183105469,92.55999755859376,15.029999732971191
2023-08-22,,322.4599914550781,45.667999267578125,105.66000366210938,129.69000244140625,233.19000244140625,164.99000549316406,30.799999237060547,81.9000015258789,92.23999786376952,15.039999961853027
2023-08-23,,327.0,47.11600112915039,109.43000030517578,133.2100067138672,236.86000061035156,165.91000366210938,31.51000022888184,82.61000061035156,94.22000122070312,15.229999542236328
2023-08-24,,319.9700012207031,47.16299819946289,101.80000305175781,130.4199981689453,230.0399932861328,162.77999877929688,30.8799991607666,81.05000305175781,92.52999877929688,15.140000343322754
2023-08-25,,322.9800109863281,46.018001556396484,102.25,130.69000244140625,238.58999633789062,164.4600067138672,31.1200008392334,81.0999984741211,93.0999984741211,15.229999542236328
2023-08-28,,323.70001220703125,46.834999084472656,102.61000061035156,131.7899932861328,238.82000732421875,167.25,31.8799991607666,82.06999969482422,94.0,15.279999732971191
2023-08-29,,328.4100036621094,48.784000396728516,105.91999816894531,135.49000549316406,257.17999267578125,167.38999938964844,31.86000061035156,82.61000061035156,95.08000183105467,15.350000381469728
2023-08-30,,328.7900085449219,49.263999938964844,106.58999633789062,136.92999267578125,256.8999938964844,168.0500030517578,31.850000381469727,82.3499984741211,94.77999877929688,15.3100004196167
2023-08-31,,327.760009765625,49.35499954223633,105.72000122070312,137.35000610351562,258.0799865722656,172.1300048828125,32.33000183105469,83.19000244140625,93.56999969482422,15.399999618530272
2023-09-01,,328.6600036621094,48.50899887084961,109.44999694824219,136.8000030517578,245.00999450683594,172.5399932861328,32.33000183105469,85.26000213623047,93.19000244140624,15.390000343322754
2023-09-05,,333.54998779296875,48.54800033569336,110.77999877929688,136.7100067138672,256.489990234375,175.3699951171875,32.970001220703125,84.54000091552734,94.5999984741211,15.31999969482422
2023-09-06,,332.8800048828125,47.06100082397461,109.27999877929688,135.3699951171875,251.9199981689453,178.8300018310547,33.43000030517578,85.5,92.26000213623048,15.170000076293944
2023-09-07,,329.9100036621094,46.24100112915039,106.58999633789062,136.1999969482422,251.49000549316406,178.8699951171875,33.459999084472656,85.2300033569336,90.05000305175781,15.300000190734863
2023-09-08,,334.2699890136719,45.571998596191406,106.08999633789062,137.1999969482422,248.5,177.1300048828125,33.54999923706055,84.22000122070312,89.63999938964844,15.210000038146973
2023-09-11,,337.94000244140625,45.178001403808594,105.31999969482422,137.74000549316406,273.5799865722656,178.6699981689453,33.9900016784668,85.19999694824219,89.5999984741211,15.489999771118164
2023-09-12,,331.7699890136719,44.869998931884766,105.30999755859375,136.07000732421875,267.4800109863281,181.27999877929688,34.33000183105469,85.41000366210938,90.4800033569336,15.8100004196167
2023-09-13,,336.05999755859375,45.48500061035156,107.70999908447266,137.5,271.29998779296875,183.97999572753903,34.5,84.43000030517578,91.22000122070312,15.960000038146973
2023-09-14,,338.70001220703125,45.58100128173828,106.62999725341797,138.99000549316406,276.0400085449219,187.97999572753903,35.599998474121094,86.5,91.47000122070312,16.290000915527344
2023-09-15,,330.2200012207031,43.900001525878906,101.48999786376953,138.3000030517578,274.3900146484375,189.1999969482422,35.34000015258789,86.76000213623047,89.25,16.31999969482422
2023-09-18,,329.05999755859375,43.965999603271484,102.37000274658203,138.9600067138672,265.2799987792969,188.9600067138672,35.220001220703125,86.76000213623047,88.83000183105469,16.309999465942383
2023-09-19,,328.6499938964844,43.52000045776367,101.61000061035156,138.8300018310547,266.5,195.0399932861328,36.66999816894531,86.54000091552734,88.16999816894531,16.299999237060547
2023-09-20,,320.7699890136719,42.23899841308594,100.33999633789062,134.58999633789062,262.5899963378906,188.75,36.130001068115234,84.8499984741211,87.29000091552734,16.290000915527344
2023-09-21,,319.5299987792969,41.016998291015625,96.11000061035156,131.36000061035156,255.6999969482422,186.3000030517578,35.2400016784668,82.63999938964844,85.36000061035156,15.93000030517578
2023-09-22,,317.010009765625,41.61000061035156,96.19999694824219,131.25,244.8800048828125,187.1000061035156,35.22999954223633,82.37999725341797,85.63999938964844,15.84000015258789
2023-09-25,,317.5400085449219,42.22200012207031,97.37999725341797,132.1699981689453,246.99000549316406,184.83999633789065,35.209999084472656,83.2699966430664,86.23999786376953,15.970000267028809
2023-09-26,,312.1400146484375,41.9109992980957,95.95999908447266,129.4499969482422,244.1199951171875,180.5,34.72999954223633,81.30000305175781,84.29000091552734,15.960000038146973
2023-09-27,,312.7900085449219,42.46799850463867,98.06999969482422,131.4600067138672,240.5,182.38999938964844,34.9900016784668,82.55000305175781,85.44000244140625,15.949999809265137
2023-09-28,,313.6400146484375,43.0890007019043,102.76000213623047,133.1300048828125,246.3800048828125,182.4199981689453,34.84000015258789,82.77999877929688,86.41000366210938,15.59000015258789
2023-09-29,,315.75,43.499000549316406,102.81999969482422,131.85000610351562,250.22000122070312,179.75,33.63999938964844,82.41000366210938,86.9000015258789,15.470000267028809
2023-10-02,,321.79998779296875,44.78200149536133,103.2699966430664,135.1699981689453,251.60000610351562,178.4600067138672,33.58000183105469,81.6500015258789,87.6500015258789,15.279999732971191
2023-10-03,,313.3900146484375,43.516998291015625,100.08000183105469,133.3000030517578,246.52999877929688,173.64999389648438,32.68000030517578,81.20999908447266,85.41000366210938,14.949999809265137
2023-10-04,,318.9599914550781,44.04100036621094,104.06999969482422,136.27000427246094,261.1600036621094,169.4499969482422,31.82999992370605,81.81999969482422,86.66999816894531,14.630000114440918
2023-10-05,,319.3599853515625,44.6879997253418,102.91000366210938,135.99000549316406,260.04998779296875,173.0399932861328,32.27000045776367,82.86000061035156,87.02999877929688,14.880000114440918
2023-10-06,,327.260009765625,45.762001037597656,107.23999786376953,138.72999572753906,260.5299987792969,173.17999267578125,32.77000045776367,82.97000122070312,89.29000091552734,15.15999984741211
2023-10-09,,329.82000732421875,45.27299880981445,106.97000122070312,139.5,259.6700134277344,174.1199951171875,32.900001525878906,83.5,88.98999786376953,15.229999542236328
2023-10-10,,328.3900146484375,45.79800033569336,109.01000213623047,139.1999969482422,263.6199951171875,177.14999389648438,33.54999923706055,84.61000061035156,90.61000061035156,15.43000030517578
2023-10-11,,332.4200134277344,46.805999755859375,108.30999755859375,141.6999969482422,262.989990234375,178.02999877929688,33.810001373291016,85.45999908447266,92.0,15.31999969482422
2023-10-12,,331.1600036621094,46.94499969482422,108.79000091552734,140.2899932861328,258.8699951171875,181.6000061035156,34.09000015258789,86.58000183105469,92.41999816894533,15.3100004196167
2023-10-13,,327.7300109863281,45.46099853515625,105.08999633789062,138.5800018310547,251.1199951171875,177.67999267578125,33.34000015258789,85.1500015258789,90.45999908447266,15.140000343322754
2023-10-16,,332.6400146484375,46.095001220703125,106.45999908447266,140.49000549316406,253.9199981689453,179.10000610351562,33.709999084472656,85.4000015258789,91.22000122070312,15.039999961853027
2023-10-17,,332.05999755859375,43.9379997253418,105.13999938964844,140.99000549316406,254.85000610351562,178.22000122070312,33.77000045776367,85.70999908447266,91.0,14.90999984741211
2023-10-18,,330.1099853515625,42.19599914550781,102.16999816894531,139.27999877929688,242.67999267578125,175.97999572753906,33.06999969482422,84.0999984741211,89.5999984741211,14.630000114440918
2023-10-19,,331.32000732421875,42.10100173950195,102.4000015258789,138.97999572753906,220.11000061035156,174.6999969482422,32.560001373291016,83.83999633789062,92.91000366210938,14.529999732971191
2023-10-20,,326.6700134277344,41.387001037597656,101.80999755859375,136.74000549316406,211.99000549316406,173.47999572753906,32.43000030517578,83.19000244140625,91.30999755859376,14.529999732971191
2023-10-23,,329.32000732421875,42.974998474121094,100.01000213623047,137.89999389648438,212.0800018310547,173.80999755859375,32.189998626708984,83.11000061035156,91.11000061035156,14.520000457763672
2023-10-24,,330.5299987792969,43.66299819946289,101.66999816894531,140.1199951171875,216.52000427246094,174.1199951171875,32.22999954223633,84.22000122070312,91.63999938964844,14.579999923706056
2023-10-25,,340.6700134277344,41.77899932861328,96.05999755859375,126.66999816894531,212.4199981689453,175.17999267578125,32.29999923706055,82.69999694824219,87.63999938964844,14.5
2023-10-26,,327.8900146484375,40.32600021362305,93.66999816894531,123.44000244140625,205.75999450683594,171.61000061035156,31.57999992370605,80.97000122070312,87.44999694824219,13.380000114440918
2023-10-27,,329.80999755859375,40.5,96.43000030517578,123.4000015258789,207.3000030517578,172.80999755859375,31.3799991607666,80.04000091552734,85.98999786376953,13.470000267028809
2023-10-30,,337.30999755859375,41.1609992980957,96.18000030517578,125.75,197.36000061035156,171.39999389648438,30.600000381469727,81.73999786376953,86.05999755859375,13.359999656677246
2023-10-31,,338.1099853515625,40.779998779296875,98.5,125.30000305175781,200.83999633789062,175.17999267578125,30.75,83.05000305175781,86.30999755859375,13.600000381469728
2023-11-01,,346.07000732421875,42.32500076293945,108.04000091552734,127.56999969482422,205.66000366210938,185.77999877929688,31.3700008392334,85.02999877929688,87.80000305175781,13.649999618530272
2023-11-02,,348.32000732421875,43.50600051879883,107.83000183105469,128.5800018310547,218.50999450683594,186.5500030517578,31.84000015258789,86.55999755859375,90.4800033569336,13.869999885559082
2023-11-03,,352.79998779296875,45.005001068115234,112.25,130.3699951171875,219.9600067138672,189.58999633789065,32.209999084472656,87.41999816894531,91.79000091552734,14.010000228881836
2023-11-06,,356.5299987792969,45.750999450683594,111.75,131.4499969482422,219.27000427246094,189.6499938964844,32.290000915527344,86.69000244140625,92.5999984741211,13.710000038146973
2023-11-07,,360.5299987792969,45.95500183105469,113.44999694824219,132.39999389648438,222.17999267578125,189.57000732421875,32.099998474121094,87.76000213623047,92.41000366210938,13.779999732971191
2023-11-08,,363.20001220703125,46.57400131225586,113.58999633789062,133.25999450683594,222.11000061035156,183.4199981689453,31.8700008392334,87.54000091552734,92.0,13.770000457763672
2023-11-09,,360.69000244140625,46.95000076293945,113.48999786376953,131.69000244140625,209.97999572753906,184.22000122070312,30.920000076293945,81.7300033569336,91.62000274658205,13.59000015258789
2023-11-10,,369.6700134277344,48.334999084472656,118.58999633789062,134.05999755859375,214.64999389648438,187.0,31.57999992370605,85.94000244140625,97.44000244140624,13.6899995803833
2023-11-13,,366.67999267578125,48.619998931884766,116.79000091552734,133.63999938964844,223.7100067138672,187.7400054931641,31.07999992370605,83.33000183105469,96.41999816894533,13.640000343322754
2023-11-14,,370.2699890136719,49.65599822998047,119.87999725341797,135.42999267578125,237.41000366210938,192.0800018310547,32.209999084472656,85.06999969482422,98.91000366210938,13.8100004196167
2023-11-15,,369.6700134277344,48.88800048828125,118.0,136.3800048828125,242.83999633789062,189.1100006103516,31.68000030517578,87.12000274658203,98.8000030517578,13.68000030517578
2023-11-16,,376.1700134277344,49.47999954223633,119.83000183105469,138.6999969482422,233.58999633789062,190.3999938964844,31.799999237060547,87.5999984741211,98.54000091552734,13.720000267028809
2023-11-17,,369.8500061035156,49.29800033569336,120.62000274658203,136.94000244140625,234.3000030517578,193.3600006103516,32.56999969482422,87.6500015258789,99.58000183105467,13.949999809265137
2023-11-20,,377.44000244140625,50.409000396728516,121.52999877929688,137.9199981689453,235.60000610351562,187.67999267578125,31.57999992370605,87.54000091552734,99.95999908447266,14.010000228881836
2023-11-21,,373.07000732421875,49.944000244140625,119.16000366210938,138.6199951171875,241.1999969482422,183.2100067138672,30.770000457763672,86.79000091552734,98.41000366210938,14.020000457763672
2023-11-22,,377.8500061035156,48.715999603271484,122.51000213623047,140.02000427246094,234.2100067138672,184.22999572753903,31.21999931335449,87.58999633789062,98.6500015258789,14.0
2023-11-24,,377.42999267578125,47.7760009765625,122.30999755859375,138.22000122070312,235.4499969482422,188.3000030517578,31.6299991607666,86.63999938964844,97.83000183105467,14.039999961853027
2023-11-27,,378.6099853515625,48.242000579833984,122.6500015258789,138.0500030517578,236.0800018310547,186.6100006103516,31.1299991607666,86.94999694824219,97.20999908447266,14.06999969482422
2023-11-28,,382.70001220703125,47.82099914550781,122.01000213623047,138.6199951171875,246.72000122070312,187.1600036621093,30.93000030517578,87.2300033569336,97.9800033569336,14.09000015258789
2023-11-29,,378.8500061035156,48.13999938964844,123.8499984741211,136.39999389648438,244.13999938964844,189.509994506836,30.61000061035156,86.0999984741211,98.87999725341795,14.020000457763672
2023-11-30,,378.9100036621094,46.77000045776367,121.16000366210938,133.9199981689453,240.0800018310547,189.77999877929688,30.65999984741211,85.94999694824219,97.30999755859376,14.149999618530272
2023-12-01,,374.510009765625,46.76499938964844,121.38999938964844,133.32000732421875,238.8300018310547,192.7400054931641,31.170000076293945,86.13999938964844,98.5500030517578,14.170000076293944
2023-12-04,,369.1400146484375,45.5099983215332,118.56999969482422,130.6300048828125,235.5800018310547,187.3699951171875,30.26000022888184,85.31999969482422,97.01000213623048,14.100000381469728
2023-12-05,,372.5199890136719,46.566001892089844,118.37999725341797,132.38999938964844,238.72000122070312,187.9900054931641,30.51000022888184,86.4000015258789,96.69000244140624,13.970000267028809
2023-12-06,,368.79998779296875,45.50299835205078,116.81999969482422,131.42999267578125,239.3699951171875,189.88999938964844,30.780000686645508,88.4000015258789,97.8499984741211,13.9399995803833
2023-12-07,,370.95001220703125,46.59600067138672,128.3699951171875,138.4499969482422,242.63999938964844,190.2400054931641,30.600000381469727,88.51000213623047,99.29000091552734,14.079999923706056
2023-12-08,,374.2300109863281,47.50600051879883,128.9199981689453,136.63999938964844,243.83999633789062,187.27999877929688,30.479999542236328,89.30000305175781,100.3499984741211,14.0600004196167
2023-12-11,,371.29998779296875,46.62699890136719,134.41000366210938,134.6999969482422,239.74000549316406,187.0800018310547,30.850000381469727,89.33000183105469,100.9499969482422,14.039999961853027
2023-12-12,,374.3800048828125,47.65700149536133,137.61000061035156,133.63999938964844,237.00999450683594,184.8000030517578,30.51000022888184,90.38999938964844,101.5999984741211,14.0600004196167
2023-12-13,,374.3699951171875,48.0880012512207,138.19000244140625,133.97000122070312,239.2899932861328,185.47999572753903,30.6200008392334,91.79000091552734,102.12000274658205,14.149999618530272
2023-12-14,,365.92999267578125,48.349998474121094,138.0,133.1999969482422,251.0500030517578,183.4199981689453,29.979999542236328,92.41999816894533,103.4499969482422,14.050000190734863
2023-12-15,,370.7300109863281,48.88999938964844,139.14999389648438,133.83999633789062,253.5,180.6199951171875,29.440000534057617,92.69000244140624,102.54000091552734,13.710000038146973
2023-12-18,,372.6499938964844,50.07699966430664,138.89999389648438,137.19000244140625,252.0800018310547,183.27999877929688,29.809999465942383,92.20999908447266,102.93000030517578,13.800000190734863
2023-12-19,,373.260009765625,49.604000091552734,140.14999389648438,138.10000610351562,257.2200012207031,183.9499969482422,30.190000534057617,91.62000274658205,103.87000274658205,13.779999732971191
2023-12-20,,370.6199951171875,48.111000061035156,135.47000122070312,139.66000366210938,247.13999938964844,179.94000244140625,30.3700008392334,90.08000183105467,100.04000091552734,13.6899995803833
2023-12-21,,373.5400085449219,48.9900016784668,139.91000366210938,141.8000030517578,254.5,180.8600006103516,30.559999465942383,92.76000213623048,102.5500030517578,13.970000267028809
2023-12-22,,374.5799865722656,48.83000183105469,139.60000610351562,142.72000122070312,252.5399932861328,178.52999877929688,30.59000015258789,92.13999938964844,103.1500015258789,14.050000190734863
2023-12-26,,374.6600036621094,49.27899932861328,143.41000366210938,142.82000732421875,256.6099853515625,179.85000610351562,30.600000381469727,93.47000122070312,104.4499969482422,14.0600004196167
2023-12-27,,374.07000732421875,49.41699981689453,146.07000732421875,141.44000244140625,261.44000244140625,180.72000122070312,30.51000022888184,94.01000213623048,104.6500015258789,14.06999969482422
2023-12-28,,375.2799987792969,49.52199935913086,148.75999450683594,141.27999877929688,253.17999267578125,181.1100006103516,30.64999961853028,94.6500015258789,104.6999969482422,14.220000267028809
2023-12-29,,376.0400085449219,49.52199935913086,147.41000366210938,140.92999267578125,248.47999572753906,183.3800048828125,30.90999984741211,94.69000244140624,104.0,14.270000457763672
2024-01-02,,370.8699951171875,48.167999267578125,138.5800018310547,139.55999755859375,248.4199981689453,181.3699951171875,30.790000915527344,93.3000030517578,101.52999877929688,14.34000015258789
2024-01-03,,370.6000061035156,47.569000244140625,135.32000732421875,140.36000061035156,238.4499969482422,181.5500030517578,30.600000381469727,92.37999725341795,100.16999816894533,14.34000015258789
2024-01-04,,367.94000244140625,47.99800109863281,136.00999450683594,138.0399932861328,237.92999267578125,182.97000122070312,31.0,91.0500030517578,99.12999725341795,14.550000190734863
2024-01-05,,367.75,49.09700012207031,138.5800018310547,137.38999938964844,237.49000549316406,187.07000732421875,31.75,91.22000122070312,99.61000061035156,14.720000267028809
2024-01-08,,374.69000244140625,52.25299835205078,146.17999267578125,140.52999877929688,240.4499969482422,187.88999938964844,32.029998779296875,92.4000015258789,102.23999786376952,14.829999923706056
2024-01-09,,375.7900085449219,53.13999938964844,149.25999450683594,142.55999755859375,234.9600067138672,185.9900054931641,31.5,92.11000061035156,101.88999938964844,14.760000228881836
2024-01-10,,382.7699890136719,54.349998474121094,148.5399932861328,143.8000030517578,233.94000244140625,192.72000122070312,32.099998474121094,96.1500015258789,100.8000030517578,14.880000114440918
2024-01-11,,384.6300048828125,54.821998596191406,148.02000427246094,143.6699981689453,227.22000122070312,194.9499969482422,32.18000030517578,97.30999755859376,101.22000122070312,14.93000030517578
2024-01-12,,388.4700012207031,54.709999084472656,146.55999755859375,144.24000549316406,218.88999938964844,195.67999267578125,32.150001525878906,99.75,101.23999786376952,15.039999961853027
2024-01-16,,390.2699890136719,56.38199996948242,158.74000549316406,144.0800018310547,219.91000366210938,195.6000061035156,32.04999923706055,98.16000366210938,101.66999816894533,15.010000228881836
2024-01-17,,389.4700012207031,56.053001403808594,160.1699981689453,142.88999938964844,215.5500030517578,194.13999938964844,31.850000381469727,97.41000366210938,102.9499969482422,14.859999656677246
2024-01-18,,393.8699951171875,57.106998443603516,162.6699981689453,144.99000549316406,211.8800048828125,200.0800018310547,32.689998626708984,97.8499984741211,113.02999877929688,14.869999885559082
2024-01-19,,398.6700134277344,59.49100112915039,174.22999572753906,147.97000122070312,212.19000244140625,200.6699981689453,32.36000061035156,99.0199966430664,114.1999969482422,14.710000038146973
2024-01-22,,396.510009765625,59.65399932861328,168.17999267578125,147.7100067138672,208.8000030517578,201.4199981689453,32.560001373291016,99.58999633789062,113.02999877929688,14.789999961853027
2024-01-23,,398.8999938964844,59.87300109863281,168.4199981689453,148.67999267578125,209.13999938964844,201.3999938964844,32.380001068115234,98.75,114.12999725341795,14.729999542236328
2024-01-24,,402.55999755859375,61.36199951171875,178.2899932861328,150.35000610351562,207.8300018310547,200.72000122070312,32.20000076293945,97.9499969482422,116.5199966430664,14.68000030517578
2024-01-25,,404.8699951171875,61.617000579833984,180.3300018310547,153.63999938964844,182.6300048828125,199.5599975585937,32.2599983215332,97.0199966430664,116.55999755859376,14.630000114440918
2024-01-26,,403.92999267578125,61.03099822998047,177.25,153.7899932861328,183.25,198.0599975585937,32.4900016784668,95.38999938964844,117.26000213623048,14.600000381469728
2024-01-29,,409.7200012207031,62.46500015258789,177.8300018310547,154.83999633789062,190.92999267578125,201.6600036621093,33.34000015258789,97.22000122070312,116.9800033569336,14.770000457763672
2024-01-30,,408.5899963378906,62.77399826049805,172.05999755859375,153.0500030517578,191.58999633789062,201.8500061035156,33.380001068115234,97.4000015258789,116.05999755859376,14.539999961853027
2024-01-31,,397.5799865722656,61.527000427246094,167.69000244140625,141.8000030517578,187.2899932861328,199.6999969482422,33.4900016784668,97.75,112.95999908447266,14.600000381469728
2024-02-01,,403.7799987792969,63.027000427246094,170.47999572753906,142.7100067138672,188.86000061035156,202.17999267578125,33.77000045776367,98.88999938964844,113.38999938964844,14.380000114440918
2024-02-02,,411.2200012207031,66.16000366210938,177.66000366210938,143.5399932861328,187.91000366210938,202.5399932861328,33.529998779296875,98.55999755859376,115.75,14.279999732971191
2024-02-05,,405.6499938964844,69.33200073242188,174.22999572753906,144.92999267578125,181.05999755859375,203.02999877929688,33.86000061035156,97.58999633789062,118.79000091552734,13.920000076293944
2024-02-06,,405.489990234375,68.2229995727539,167.8800048828125,145.41000366210938,185.10000610351562,218.8600006103516,34.41999816894531,96.95999908447266,119.37999725341795,14.15999984741211
2024-02-07,,414.04998779296875,70.0989990234375,170.94000244140625,146.67999267578125,187.5800018310547,223.0500030517578,34.93000030517578,97.26000213623048,124.9800033569336,14.18000030517578
2024-02-08,,414.1099853515625,69.64099884033203,169.35000610351562,147.22000122070312,189.55999755859375,226.3099975585937,35.15999984741211,96.4000015258789,133.72999572753906,14.0
2024-02-09,,420.54998779296875,72.13300323486328,172.47999572753906,150.22000122070312,193.57000732421875,224.4600067138672,34.36000061035156,96.0,133.11000061035156,14.239999771118164
2024-02-12,,415.260009765625,72.24800109863281,171.91000366210938,148.72999572753906,188.1300048828125,225.8600006103516,34.47999954223633,96.16000366210938,130.4600067138672,14.3100004196167
2024-02-13,,406.32000732421875,72.12799835205078,171.5399932861328,146.3699951171875,184.02000427246094,231.0,34.060001373291016,95.86000061035156,127.5500030517578,14.34000015258789
2024-02-14,,409.489990234375,73.9000015258789,178.6999969482422,147.13999938964844,188.7100067138672,227.02999877929688,33.83000183105469,91.75,129.27000427246094,14.539999961853027
2024-02-15,,406.55999755859375,72.65799713134766,176.75999450683594,143.94000244140625,200.4499969482422,228.5399932861328,34.81999969482422,91.98999786376952,129.02999877929688,14.420000076293944
2024-02-16,,404.05999755859375,72.61299896240234,173.8699951171875,141.75999450683594,199.9499969482422,227.3600006103516,34.7400016784668,88.83999633789062,126.69000244140624,14.619999885559082
2024-02-20,,402.7900085449219,69.4520034790039,165.69000244140625,142.1999969482422,193.75999450683594,226.7700042724609,34.630001068115234,87.8499984741211,125.33000183105467,14.81999969482422
